"id";"temperatureVal";"currentVal";"rpmVal";"receivedTime";"acc1Avg";"acc1Std";"acc2Avg";"acc2Std";"classification"
37934;30.67;0.87;3399;"2016-04-12 14:03:42";527.975609756;2.11253869791;620.634146341;1.42719403301;2
37935;30.64;0.8;3399;"2016-04-12 14:03:42";531.0;2.65329983228;620.96;1.90745904281;2
37936;30.65;0.86;3540;"2016-04-12 14:03:43";534.0;2.26077666104;622.555555556;0.831479419283;2
37937;30.67;0.82;3540;"2016-04-12 14:03:43";532.0;1.22474487139;619.25;2.33184476327;2
37938;30.67;0.8;3540;"2016-04-12 14:03:43";529.571428571;2.12852348939;616.714285714;2.24971653543;2
37939;30.67;0.8;3540;"2016-04-12 14:03:43";532.642857143;2.40853075716;616.928571429;1.48633228905;2
37940;30.67;0.8;3540;"2016-04-12 14:03:43";530.625;2.11763429326;619.75;1.39194109071;2
37941;30.65;0.81;3540;"2016-04-12 14:03:43";528.958333333;19.5202441213;621.291666667;2.37134221252;2
37942;30.71;0.81;3633;"2016-04-12 14:03:45";531.301369863;4.01771737657;621.034246575;2.44224908573;2
37943;30.71;0.82;3618;"2016-04-12 14:03:46";529.888888889;5.90201729641;620.735042735;3.58389837499;2
37944;30.73;0.82;3618;"2016-04-12 14:03:47";531.405405405;4.00310325204;620.423423423;2.87439629243;2
37945;30.77;0.85;3720;"2016-04-12 14:03:49";532.017241379;4.2790241367;621.344827586;4.73450912919;2
37946;30.79;0.82;3765;"2016-04-12 14:03:50";530.31092437;2.97255767741;620.957983193;2.61667233022;2
37947;30.77;0.83;3765;"2016-04-12 14:03:50";531.782608696;3.22970616161;619.0;2.44948974278;2
37948;30.79;0.8;3765;"2016-04-12 14:03:50";527.222222222;3.88094426591;619.111111111;3.66498277833;2
37949;30.79;0.82;3783;"2016-04-12 14:03:51";528.3125;2.51790463481;623.0625;4.32245228429;2
37950;30.77;0.82;3783;"2016-04-12 14:03:51";526.333333333;1.24721912892;617.333333333;4.18993502999;2
37951;30.79;0.81;3783;"2016-04-12 14:03:51";531.625;2.05775970414;620.875;3.88707795137;2
37952;30.85;0.88;3777;"2016-04-12 14:03:52";530.894366197;2.73400018154;620.985915493;2.96929335619;2
37953;30.85;0.82;3720;"2016-04-12 14:03:53";531.538461538;4.28979799803;620.923076923;2.69505354482;2
37954;30.85;0.82;3735;"2016-04-12 14:03:54";532.928571429;4.07142857143;621.051020408;4.84109206979;2
37955;30.87;0.82;3735;"2016-04-12 14:03:54";532.875;1.8998355192;621.125;4.78114787473;2
37956;30.87;0.84;3771;"2016-04-12 14:03:55";529.911504425;15.8379836487;620.805309735;1.94553451526;2
37957;30.91;0.86;3813;"2016-04-12 14:03:56";530.540816327;5.64813201439;620.62244898;4.54572080929;2
37958;30.91;0.83;3831;"2016-04-12 14:03:57";531.304347826;2.96991849703;620.391304348;1.5808399098;2
37959;30.91;0.84;3831;"2016-04-12 14:03:57";527.0;3.46410161514;619.375;0.992156741649;2
37960;30.91;0.83;3831;"2016-04-12 14:03:57";529.5;7.0320693967;619.35;1.42390308659;2
37961;30.91;0.84;3831;"2016-04-12 14:03:57";531.333333333;2.19215773966;621.125;2.08791163606;2
37962;30.92;0.87;3903;"2016-04-12 14:03:58";529.559322034;2.79388670676;618.5;1.66596030229;2
37963;30.92;0.83;3939;"2016-04-12 14:04:00";531.24742268;5.09098845614;620.505154639;2.23433244414;2
37964;30.97;0.88;3939;"2016-04-12 14:04:00";529.0;0.925820099773;621.714285714;0.699854212224;2
37965;30.93;0.91;3972;"2016-04-12 14:04:01";531.411764706;5.65746590049;618.588235294;2.8913425241;2
37966;30.97;0.85;3972;"2016-04-12 14:04:01";529.084745763;2.68888569696;619.016949153;1.72215400622;2
37967;30.93;0.83;4038;"2016-04-12 14:04:01";531.428571429;1.76126114371;620.428571429;0.728431359085;2
37968;30.93;0.88;4038;"2016-04-12 14:04:02";528.428571429;1.04978131834;620.571428571;0.494871659305;2
